Job Title,Job Experience Required,Location,Functional Area,Industry,Role,Longitude,Latitude,sal,Year Bucket,Year bin
 AVP- FX MO,8 - 10 yrs,Mumbai,"Financial Services , Banking , Investments , Insurance","Recruitment, Staffing",Head/VP/GM-Operations,72.8773928,19.0759899,2171,8,6-10
 Head - Project Management,15 - 20 yrs,Delhi NCR,"Production , Manufacturing , Maintenance","Real Estate, Property",Head/VP/GM-Operations,77.12121479999998,28.6882438,1704,15,11-17
 Walk- In For Development QA/ Regulatory Affairs,4 - 8 yrs,Hyderabad,"Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology","Pharma, Biotech, Clinical Research",Research Scientist,78.4740613,17.360589,6937,4,0-5
 Manager Accounts-wazirpur-mba-finance-salary-35k(export House exp),10 - 14 yrs,Delhi NCR,"Accounts , Finance , Tax , Company Secretary , Audit",Iron and Steel,Accounts Manager,77.12121479999998,28.6882438,2770,10,6-10
 Team Leader- Head Digital Prtnrshp & BD,8 - 12 yrs,Mumbai,"Sales , Retail , Business Development","Construction, Engineering, Cement, Metals",Sales/Business Development Manager,72.8773928,19.0759899,6205,8,6-10
 DWH Tester - Manual Testing,4 - 6 yrs,"Delhi NCR,Gurgaon",IT Software - QA & Testing,"IT-Software, Software Services",Testing Engineer,77.10436033,28.42208445,1918,4,0-5
 Quality Assurance Engineer,3 - 5 yrs,Hyderabad,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Quality Assurance/Quality Control Executive,78.4740613,17.360589,6652,3,0-5
 Technical / Functional Skills,4 - 9 yrs,Mumbai,"Sales , Retail , Business Development","IT-Software, Software Services",Sales Executive/Officer,72.8773928,19.0759899,5227,4,0-5
 Software Development / Software Engineer,2 - 4 yrs,Bengaluru,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,77.590082,12.9767936,5554,2,0-5
 Inbound Phone Banking Voice Process - Leading Bank - Noida,0 - 2 yrs,Noida,"ITES , BPO , KPO , LPO , Customer Service , Operations","Fresher, Trainee, Entry Level",Associate/Senior Associate -(NonTechnical),77.3271074,28.5707841,6440,0,0-5
Java Enterprise Edition, 2 - 4 Years, Mumbai,"IT Software - Application Programming , Maintenance",IT-Software / Software Services,Software Developer,72.8773928,19.0759899,1954,2,0-5
 Associate Clinical Data Processor,0 - 1 yrs,Mumbai,"ITES , BPO , KPO , LPO , Customer Service , Operations","Strategy, Management Consulting Firms",Associate/Senior Associate -(NonTechnical),72.8773928,19.0759899,5541,0,0-5
 CRM,1 - 2 yrs,Bengaluru,"Sales , Retail , Business Development","IT-Software, Software Services",Sales/Business Development Manager,77.590082,12.9767936,5386,1,0-5
 Magento Developer,2 - 7 yrs,Ahmedabad,IT Software - System Programming,"BPO, Call Centre, ITeS",Software Developer,72.5797068,23.0216238,1965,2,0-5
 Merchandiser,2 - 7 yrs,"Thane,Mumbai,Navi Mumbai","Export , Import , Merchandising","Textiles, Garments, Accessories",Merchandiser,73.0198537,19.0308262,4456,2,0-5
 SIEM Analyst,2 - 5 yrs,"Hyderabad,Bengaluru","IT Software - Network Administration , Security","Recruitment, Staffing",System Security,77.63703840000002,13.023331,5150,2,0-5
 Hiring ll Azure Devops and Management Lead ll Hyderabad,6 - 11 yrs,Hyderabad,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Team Lead/Technical Lead,78.4740613,17.360589,2275,6,0-5
 computer operator,1 - 3 yrs,"Gurgaon,Noida","Executive Assistant , Front Office , Data Entry","IT-Software, Software Services",Stenographer/Data Entry Operator,77.00270015,28.42826235,1567,1,0-5
 Operation Executive,2 - 3 yrs,Delhi NCR,"HR , Recruitment , Administration , IR","Recruitment, Staffing",Executive/ Sr Executive - Administration,77.12121479999998,28.6882438,6411,2,0-5
 Customer Support Executive,0 - 1 yrs,Chandigarh,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical),76.7797143,30.733442100000005,6307,0,0-5
 Corporate-Day Care Manager.,2 - 4 yrs,Pune,"Teaching , Education , Training , Counselling","Education, Teaching, Training",DaycareTeacher / Incharge / Attendant,73.8544541,18.521428,5736,2,0-5
 Hiring going on for .US Inbound Tech Support/ Sales,1 - 6 yrs,Kolkata,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(Technical),88.35769124,22.5414185,5197,1,0-5
Deputy Manager- Performance/digital Marketing, 4 - 9 Years, Delhi NCR,"Marketing , Advertising , MR , PR , Media Planning",Education / Teaching / Training,Social Media Marketing Manager,77.12121479999998,28.6882438,3419,4,0-5
" Technical Lead -(VoIP,Cisco Call Manager)",2 - 7 yrs,"Bengaluru,Bengaluru / Bangalore",IT Software - Telecom Software,"IT-Software, Software Services",Team Lead/Technical Lead,77.590082,12.9767936,6134,2,0-5
 Relationship Manager,3 - 8 yrs,Chandigarh,"Sales , Retail , Business Development","Consumer Electronics, Appliances, Durables",Sales / BD Manager,76.7797143,30.733442100000005,2897,3,0-5
" Technician, Technical Support",0 - 4 yrs,Gurgaon,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Technical Support Engineer,77.00270015,28.42826235,5174,0,0-5
 Graphic Designer,2 - 4 yrs,Gurgaon,"Design , Creative , User Experience","Education, Teaching, Training",Graphic Designer,77.00270015,28.42826235,3523,2,0-5
 Consultant,2 - 5 yrs,Noida,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Testing Engineer,77.3271074,28.5707841,5116,2,0-5
 Immediate Requirement for Fusion Technical Lead Developer,10 - 16 yrs,"Delhi NCR,Mumbai,Bengaluru","IT Software - Application Programming , Maintenance","IT-Software, Software Services",Team Lead/Technical Lead,121.0977529,14.671973199999998,1571,10,6-10
 Layout Designer / Web Designer,1 - 5 yrs,Ahmedabad,IT Software - Other,"Recruitment, Staffing",Graphic/Web Designer,72.5797068,23.0216238,4452,1,0-5
 Asp.net with Angular JS & Html5 - Hyderabad,5 - 7 yrs,Hyderabad,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,78.4740613,17.360589,5816,5,0-5
 Sales Manager Product and Portfolio,5 - 10 yrs,Hyderabad,"Sales , Retail , Business Development","Banking, Financial Services, Broking",Sales/Business Development Manager,78.4740613,17.360589,5244,5,0-5
 Key Accounts Manager,6 - 11 yrs,Mumbai,"Sales , Retail , Business Development","Recruitment, Staffing",Client Servicing/Key Account Manager,72.8773928,19.0759899,4830,6,0-5
 Store Head-leading Manufacturing Company,10 - 15 yrs,Bengaluru,Purchase / Logistics / Supply Chain,"Automobile, Auto Anciliary, Auto Components",Logistics Manager,77.590082,12.9767936,5436,10,6-10
 BPO Inbound Voice Tech Process - Customer Service Inbound Voice - Appl,2 - 6 yrs,Kolkata,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical),88.35769124,22.5414185,2415,2,0-5
 Java Software Engineer,1 - 5 yrs,Bengaluru,"IT Software - Application Programming , Maintenance","Banking, Financial Services, Broking",Software Developer,77.590082,12.9767936,3812,1,0-5
 Admin Executive,2 - 5 yrs,Chandigarh,"HR , Recruitment , Administration , IR","IT-Software, Software Services",Executive/ Sr Executive - Administration,76.7797143,30.733442100000005,3055,2,0-5
 Agm Finance for Automobile Company in Kolkata . Salary:7 Lpa,12 - 17 yrs,Kolkata,"Accounts , Finance , Tax , Company Secretary , Audit","Recruitment, Staffing",Head/VP/GM-Finance/Audit,88.35769124,22.5414185,1789,12,11-17
 Accounts Manager (male),7 - 12 yrs,"Gurgaon,Noida","Accounts , Finance , Tax , Company Secretary , Audit","IT-Software, Software Services",Accounts Manager,77.00270015,28.42826235,5212,7,6-10
 Opening for French Specialist Accounts Payable,1 - 4 yrs,Bengaluru,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate/Senior Associate -(NonTechnical),77.590082,12.9767936,2016,1,0-5
 Applications Analyst OEE,3 - 5 yrs,Bengaluru,"IT Software - Application Programming , Maintenance","Medical, Healthcare, Hospitals",Software Developer,77.590082,12.9767936,6067,3,0-5
 Customer Service Engineer - - ICD Security Solutions,2 - 7 yrs,Pune,"Sales , Retail , Business Development","IT-Software, Software Services",Client Servicing/Key Account Manager,73.8544541,18.521428,3180,2,0-5
 Urgently Required Senior PHP Developer(laravel) || Gurgaon ,2 - 5 yrs,Gurgaon,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,77.00270015,28.42826235,3588,2,0-5
 Associate Process Consultant,7 - 12 yrs,Pune,IT Software - Telecom Software,"IT-Software, Software Services",Project Manager-IT/Software,73.8544541,18.521428,4791,7,6-10
 Infrastructure management- Lecturer,5 - 7 yrs,Ghaziabad,"Teaching , Education , Training , Counselling","Education, Teaching, Training",Lecturer/Professor,77.45268496,28.7218316,1958,5,0-5
 Finance Admin,4 - 6 yrs,Pune,"Accounts , Finance , Tax , Company Secretary , Audit","IT-Software, Software Services",Financial Analyst,73.8544541,18.521428,3214,4,0-5
 Guest Relations Executive,6 - 7 yrs,"Mumbai,Delhi","Sales , Retail , Business Development","NGO, Social Services, Regulators, Industry Associations",Head/VP/GM/National Manager -Sales,77.2820578,28.5715304,5474,6,0-5
 Salesforce System Architect,8 - 12 yrs,Chennai,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Technical Architect,80.270186,13.0836939,4146,8,6-10
System Monitoring Tools & Techniques Professional, 13 - 15 Years, Bengaluru,"IT Software - ERP , CRM",IT-Software / Software Services,Project Manager-IT/Software,77.590082,12.9767936,4639,13,11-17
 HR Recruiter,0 - 2 yrs,Navi Mumbai,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Fresher,73.0198537,19.0308262,6420,0,0-5
 Business Development Manager (eCommerce),1 - 3 yrs,Delhi,"Sales , Retail , Business Development","IT-Software, Software Services",Sales/Business Development Manager,77.22193879999998,28.6517178,3524,1,0-5
 Java Developer - Spring/ Hibernate,5 - 10 yrs,Hyderabad,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,78.4740613,17.360589,3676,5,0-5
 Python Developer,0 - 1 yrs,Gurgaon,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,77.00270015,28.42826235,5033,0,0-5
 Sales And Marketing/Business Development manager,2 - 7 yrs,Mumbai,"Sales , Retail , Business Development","IT-Software, Software Services",Sales/Business Development Manager,72.8773928,19.0759899,2992,2,0-5
 Microsoft Developer,2 - 7 yrs,Ahmedabad,"IT Software - Application Programming , Maintenance","Recruitment, Staffing",Software Developer,72.5797068,23.0216238,3091,2,0-5
 Customer Service Executive (Adeeba Group) for Tech Support/ Sales,2 - 7 yrs,Kolkata,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical),88.35769124,22.5414185,4963,2,0-5
 Inbound Technical Support With Attractive Salary Package,0 - 5 yrs,Kolkata,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(Technical),88.35769124,22.5414185,5156,0,0-5
" Placement Officer,",0 - 5 yrs,Pune,"HR , Recruitment , Administration , IR","Recruitment, Staffing",Outside Consultant,73.8544541,18.521428,1510,0,0-5
 Walk-in Interviews For Sr.executive - Procurement on 5th July,2 - 5 yrs,Gurgaon,Purchase / Logistics / Supply Chain,"Internet, Ecommerce",Purchase Executive,77.00270015,28.42826235,5829,2,0-5
Urgent Opening Automation Test Engineer 2-5yrs-bellandur Bangalore, 2 - 5 Years,Bengaluru (Bellandur) ,"IT Software - Application Programming , Maintenance",IT-Software / Software Services,Software Developer,77.6781903,12.9310383,3991,2,0-5
 Senior TSA Inbound Tech Process,0 - 2 yrs,Kolkata,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(Technical),88.35769124,22.5414185,5791,0,0-5
 Freelance Corporate Trainer on Taleo,5 - 10 yrs,Bengaluru,"Teaching , Education , Training , Counselling","IT-Software, Software Services",Trainer,77.590082,12.9767936,2591,5,0-5
 Senior Java Developer- Urgently Required by Mumbai IT Company,3 - 5 yrs,Mumbai (Sakinaka) ,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,72.8817764,19.1004019,6616,3,0-5
 Manager Procurement,4 - 5 yrs,Mumbai,Purchase / Logistics / Supply Chain,"Advertising, PR, MR, Event Management",Purchase/Vendor Development Manager,72.8773928,19.0759899,5994,4,0-5
 Senior Software Engineer - UI Development - Javascript/angularjs,5 - 10 yrs,Gurgaon,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,77.00270015,28.42826235,1822,5,0-5
 Telle Caller,0 - 2 yrs,Delhi,"ITES , BPO , KPO , LPO , Customer Service , Operations","Recruitment, Staffing",Telecalling/Telemarketing Executive,77.22193879999998,28.6517178,4502,0,0-5
 Documentation Executive,8 - 10 yrs,Delhi NCR (Green Park) ,Other,"Architecture, Interior Design",Other,121.0400267,14.4768661,3090,8,6-10
" Opening For Dot Net Developer @ Baner, Pune",0 - 0 yrs,Pune,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Fresher,73.8544541,18.521428,2711,0,0-5
 Management Trainee,0 - 2 yrs,Pune,"Sales , Retail , Business Development",Insurance,Trainee,73.8544541,18.521428,6527,0,0-5
 Junior Company Secretary,3 - 8 yrs,Gurgaon,IT Software - QA & Testing,"Medical, Healthcare, Hospitals",Testing Engineer,77.00270015,28.42826235,5970,3,0-5
 Production Manager,1 - 5 yrs,"Chandigarh,Panchkula","Production , Manufacturing , Maintenance","Internet, Ecommerce",Production Manager,76.83817509999999,30.6958386,6473,1,0-5
 Have Confidence to Convince Customer Then Join Adeeba (Inbound Voice),0 - 1 yrs,Kolkata,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical),88.35769124,22.5414185,2781,0,0-5
 Business Transformation Consultant,3 - 8 yrs,"Delhi NCR,Mumbai,Bengaluru",Other,"Strategy, Management Consulting Firms",Other,121.0977529,14.671973199999998,6096,3,0-5
 Content Editor,3 - 6 yrs,Hyderabad,"Journalism , Editing , Content","Media, Entertainment, Internet",Content Developer,78.4740613,17.360589,5611,3,0-5
 Graphics Hardware Engineer,5 - 7 yrs,Bengaluru,"IT Software - Embedded , EDA , VLSI , ASIC , Chip Design","IT-Software, Software Services",Software Developer,77.590082,12.9767936,3804,5,0-5
 Visual Designer,1 - 3 yrs,Bengaluru,"Design , Creative , User Experience","IT-Software, Software Services",Visualiser,77.590082,12.9767936,3159,1,0-5
 Web Designer,3 - 8 yrs,Bengaluru,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Graphic/Web Designer,77.590082,12.9767936,4963,3,0-5
 ACCOUNTS EXECUTIVES,3 - 8 yrs,Mumbai,"Accounts , Finance , Tax , Company Secretary , Audit","Industrial Products, Heavy Machinery",Accounts Executive/Accountant,72.8773928,19.0759899,5957,3,0-5
 Finance & Accounting Associates,2 - 5 yrs,Noida,"Accounts , Finance , Tax , Company Secretary , Audit","Banking, Financial Services, Broking",Accounts Manager,77.3271074,28.5707841,6420,2,0-5
 DEALER - RETAIL BROKING,1 - 5 yrs,Kolkata,"Sales , Retail , Business Development","Accounting, Finance",Sales Executive/Officer,88.35769124,22.5414185,4106,1,0-5
 SENIOR SOFTWARE DEVELOPER (MVC .NET),5 - 7 yrs,Pune,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,73.8544541,18.521428,2274,5,0-5
 Client Relationship Partner,2 - 7 yrs,Bengaluru,"Financial Services , Banking , Investments , Insurance","Banking, Financial Services, Broking",Sales Officer,77.590082,12.9767936,3290,2,0-5
" Sales Manger Opening In An E-commerce Industry- (mumbai, Pune)",2 - 7 yrs,"Mumbai,Pune","Sales , Retail , Business Development","Internet, Ecommerce",Sales/Business Development Manager,72.840292,18.9560691,4565,2,0-5
 Dot Net Developer,2 - 7 yrs,"Ahmedabad,Ahmedabad","IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,72.5797068,23.0216238,2105,2,0-5
 Lead Business Systems Analyst,7 - 8 yrs,Gurgaon,Other,"Banking, Financial Services, Broking",Other,77.00270015,28.42826235,5581,7,6-10
 Sr. Manager- Art in Mumbai || Opportunity @ Client side,7 - 12 yrs,Mumbai,"Design , Creative , User Experience","Internet, Ecommerce",Creative Director,72.8773928,19.0759899,1832,7,6-10
 Hiring for Domestic/ International Processes.contact the HR Asap,0 - 3 yrs,Kolkata,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate/Senior Associate -(NonTechnical),88.35769124,22.5414185,4974,0,0-5
 Sr . Manager,7 - 10 yrs,Ahmedabad,Top Management,"Recruitment, Staffing",Head/VP/GM-Operations,72.5797068,23.0216238,6362,7,6-10
 Manager Learning & Development,10 - 15 yrs,Bengaluru,"HR , Recruitment , Administration , IR","Semiconductors, Electronics",Head/VP/GM-Training & Development,77.590082,12.9767936,4563,10,6-10
 Urgent Requirement for CCE Telesales for Night Shift.,1 - 6 yrs,Kolkata,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical),88.35769124,22.5414185,2023,1,0-5
 Vancancy for Inbound Tech Sales Executive,0 - 3 yrs,Kolkata,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(Technical),88.35769124,22.5414185,6234,0,0-5
 Infrastructure SSO Architect- Looking For Early Joiners,10 - 20 yrs,"Gurgaon,Australia","IT Software - Application Programming , Maintenance","IT-Software, Software Services",Solution Architect / Enterprise Architect,-79.03057220000002,-8.123728999999999,4185,10,6-10
 Sr. Architect / Project Position: Sr. Architect / Project,10 - 15 yrs,"Mumbai,Thane","Architecture , Interior Design","Real Estate, Property",Architect,72.97017790000002,19.1943294,1933,10,6-10
Nosql (couchdb/redis/bigtable/dynamodb), 4 - 6 Years, Bengaluru,"IT Software - DBA , Datawarehousing",IT-Software / Software Services,Software Developer,77.590082,12.9767936,5722,4,0-5
 Immidate Opening for Voice & Accent Trainer @ Vee Technologies,3 - 4 yrs,Bengaluru (Vasanth nagar) ,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Voice & Accent Trainer,77.58516878,12.98872125,6823,3,0-5
 AIT Global India Private Limited is Looking For JAVA Developer.,2 - 5 yrs,Pune,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,73.8544541,18.521428,4770,2,0-5
" Cloud Engineer Cloud Based IT MNC In Gurgaon , salary 7 - 8 LPA",2 - 4 yrs,Gurgaon,IT Software - System Programming,"Real Estate, Property",Technical Architect,77.00270015,28.42826235,4307,2,0-5
 Relationship Manager - Bangalore,2 - 4 yrs,Bengaluru,"Sales , Retail , Business Development","Education, Teaching, Training",Sales Executive/Officer,77.590082,12.9767936,6228,2,0-5
 Territory Sales Manager-Passive Networking-Mumbai/Bangalore/Hyderabad,3 - 8 yrs,"Bengaluru,Hyderabad,Mumbai","Sales , Retail , Business Development","Electricals, Switchgears",Sales/Business Development Manager,78.5453172,17.3562,6061,3,0-5
 Business Development Manager,3 - 5 yrs,"Bengaluru,Mumbai,Delhi","Sales , Retail , Business Development","IT-Software, Software Services",Sales/Business Development Manager,73.018309,19.006127300000006,5052,3,0-5
 Senior Manager-fundraising,12 - 18 yrs,Bengaluru,"Financial Services , Banking , Investments , Insurance","Medical, Healthcare, Hospitals",Finance/Budgeting Manager,77.590082,12.9767936,4754,12,11-17
 Bulk Hiring Travel Sales Consultants US /UK Shifts Call ASAP,1 - 5 yrs,"Delhi NCR,Gurgaon","ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate/Senior Associate -(NonTechnical),77.10436033,28.42208445,6213,1,0-5
 UI Developer (Frontend Developer),3 - 8 yrs,Mumbai,"IT Software - Application Programming , Maintenance","Construction, Engineering, Cement, Metals",Software Developer,72.8773928,19.0759899,6069,3,0-5
 Netsuite Technical Consultant,3 - 5 yrs,Mumbai,"IT Software - ERP , CRM","IT-Software, Software Services",Outside Technical Consultant,72.8773928,19.0759899,6352,3,0-5
"Java Full Stack – Technical Lead, Senior Engineer", 6 - 11 Years, Bengaluru,"IT Software - Application Programming , Maintenance",IT-Software / Software Services,Software Developer,77.590082,12.9767936,2456,6,0-5
 ADM - External Affairs &amp; CSR - Bangalore,8 - 13 yrs,Bengaluru,CSR & Sustainability,"Automobile, Auto Anciliary, Auto Components",CSR Manager,77.590082,12.9767936,3893,8,6-10
 Immediate Opening Asp.net MVC Developers For Mumbai (worli),3 - 5 yrs,Mumbai,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,72.8773928,19.0759899,6003,3,0-5
 Home loan,1 - 4 yrs,Kolkata,"Financial Services , Banking , Investments , Insurance","Recruitment, Staffing",Sales Officer,88.35769124,22.5414185,2657,1,0-5
" Sr. Resident, General & Laparoscopic Surgery",2 - 6 yrs,Delhi,"Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology","Medical, Healthcare, Hospitals",Surgeon,77.22193879999998,28.6517178,3852,2,0-5
 Angular Developer - Fulcrum Digital,4 - 6 yrs,Pune,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,73.8544541,18.521428,3209,4,0-5
 Devops Engineer - Tools & Automation,5 - 8 yrs,Navi Mumbai,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,73.0198537,19.0308262,4127,5,0-5
 Great Opportunity To join top MNCs in Kolkata! Grab them While it last,0 - 3 yrs,Kolkata,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate/Senior Associate -(NonTechnical),88.35769124,22.5414185,4664,0,0-5
 QA Functional Testing,3 - 6 yrs,Bengaluru,IT Software - QA & Testing,"IT-Software, Software Services",Testing Engineer,77.590082,12.9767936,2155,3,0-5
 Sales Engineer,2 - 7 yrs,Bengaluru,"Sales , Retail , Business Development","Automobile, Auto Anciliary, Auto Components",Sales/Business Development Manager,77.590082,12.9767936,3534,2,0-5
Software Engineer - Unity Developer, 3 - 8 Years,Bengaluru,IT Software - Mobile,Telecom / ISP,Software Developer,77.590082,12.9767936,4927,3,0-5
 Associate Level 1 - Fund Accounting,1 - 5 yrs,Chennai,"Accounts , Finance , Tax , Company Secretary , Audit","Banking, Financial Services, Broking",Accounts Executive/Accountant,80.270186,13.0836939,1906,1,0-5
 Associate Principal Analyst - Network Security Research,3 - 7 yrs,Gurgaon,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Business Analyst,77.00270015,28.42826235,6272,3,0-5
 Training Specialist,4 - 8 yrs,Gurgaon,Other,"Telcom, ISP",Other,77.00270015,28.42826235,1784,4,0-5
 Urgent Opening For Field Recruiter ,1 - 6 yrs,Delhi NCR,"HR , Recruitment , Administration , IR","Recruitment, Staffing",Recruitment Executive,77.12121479999998,28.6882438,3186,1,0-5
 JAVA Developer,4 - 7 yrs,Kolkata,"IT Software - Application Programming , Maintenance","Internet, Ecommerce",Software Developer,88.35769124,22.5414185,5744,4,0-5
 Urgent Openings For Pharma Freshers,0 - 3 yrs,Pune,"Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology","Pharma, Biotech, Clinical Research",Medical Representative,73.8544541,18.521428,5195,0,0-5
 Front End Developer - Wordpress/html/css/javascript,3 - 5 yrs,Bengaluru,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,77.590082,12.9767936,3683,3,0-5
Mechanical Maintenance – Btech / Diploma, 0 - 2 Years, Hyderabad,Other,FMCG / Foods / Beverage,"Suguna Group was founded in the year 1984 with the inception of Suguna Foods in poultry sector by first generation entrepreneurs. Suguna is a USD 1.3 billion (INR 9,000 cr) group and leader in Indian protein food/animal farming industry. With an employee footprint of more than 8500, the group is in to poultry, dairy, processed protein food, animal nutrition, healthcare & biologicals. Group companies are Suguna Foods, Suguna Dairy, Globion, Aminovit Srilanka, Suguna Bangladesh and Kenya. Suguna Foods is the largest poultry enterprise in India and it ranks among the top 10 worldwide. The fully integrated operations cover broiler and layer farming, hatcheries, feed mills, processing plants, vaccines and exports. Suguna markets live broiler chicken, value added eggs, ready-to-eat and ready-to-cook chicken products. With the intent to provide consumers with fresh, clean and hygienic packed chicken, Suguna has set up a chain of modern retail outlets in the name of Ã¢â‚¬ËœDaily FresshÃ¢â‚¬â„¢. Suguna Foods pioneered contract farming in poultry industry, and now has presence in 21 states in India. Suguna as a brand is known for its quality products which has been well accepted by the consumers. Suguna Group always believes in energising rural India and providing nutritional security to India and is proud to associate with the mission of improving livelihood of 38,000 farmers",78.4740613,17.360589,6087,0,0-5
 PHP Developer,2 - 6 yrs,Noida,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,77.3271074,28.5707841,5509,2,0-5
Sr.consultant-power Distribution, 4 - 7 Years,Gurgaon,"ITES , BPO , KPO , LPO , Customer Service , Operations",Accounting / Finance,Associate/Senior Associate -(NonTechnical),77.00270015,28.42826235,4560,4,0-5
" Chinese, Spanish Language Expert (proofcheck Medical Content),",2 - 7 yrs,"Delhi NCR,Bengaluru","Journalism , Editing , Content","Medical, Healthcare, Hospitals",Proof Reader,121.0977529,14.671973199999998,4235,2,0-5
 Hiring for Tech Sales_Inbound UK/ US Voice Process,1 - 5 yrs,Kolkata,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical),88.35769124,22.5414185,3101,1,0-5
 SUPPORT Engineers (FEMALE CANDIDATES),1 - 5 yrs,Hyderabad,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(Technical),78.4740613,17.360589,3096,1,0-5
 MS SQL Developer : 0 - 2 Years (only MALE Candidates),1 - 3 yrs,Hyderabad,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,78.4740613,17.360589,1934,1,0-5
 Nurses,2 - 5 yrs,Pune,"Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology","Internet, Ecommerce",Nurse,73.8544541,18.521428,2098,2,0-5
 Marketing Executive,2 - 7 yrs,"Noida,Noida/Greater Noida","Marketing , Advertising , MR , PR , Media Planning","IT-Software, Software Services",Direct Marketing Executive,77.3327483,28.54322285,4807,2,0-5
HR Recruiter (volume Hiring), 2 - 5 Years, Gurgaon,"HR , Recruitment , Administration , IR",BPO / Call Centre / ITES,HR Executive,77.00270015,28.42826235,6631,2,0-5
 Java Full Stack Developer,4 - 7 yrs,Pune,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,73.8544541,18.521428,6708,4,0-5
 GM Finance- Export Import Company,10 - 17 yrs,Mumbai,"Accounts , Finance , Tax , Company Secretary , Audit","Export, Import",Head/VP/GM-Finance/Audit,72.8773928,19.0759899,2007,10,6-10
 Content Writer,1 - 3 yrs,Bengaluru,"Journalism , Editing , Content","Advertising, PR, MR, Event Management",Content Developer,77.590082,12.9767936,4162,1,0-5
 Job Opening for Sm/avp_credit Audit_mumbai,7 - 10 yrs,Mumbai,"Accounts , Finance , Tax , Company Secretary , Audit","Banking, Financial Services, Broking",Head/VP/GM-CFO/Financial Controller,72.8773928,19.0759899,3882,7,6-10
 iOS Game Developer,3 - 8 yrs,"Faridabad,Gurgaon,Mumbai","IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,77.20056009999998,28.4070322,1860,3,0-5
 Hiring: Executive-business Developer(seller Acquisition) On Contract,1 - 4 yrs,Ahmedabad,"Sales , Retail , Business Development","Internet, Ecommerce",Sales Executive/Officer,72.5797068,23.0216238,3241,1,0-5
 Java/j2ee Application Developer,3 - 6 yrs,Mumbai,"IT Software - Application Programming , Maintenance","Banking, Financial Services, Broking",Software Developer,72.8773928,19.0759899,3436,3,0-5
